id,name,year,citationcount,affiliation
p2610,Thomas Ertl,2009,26,"VIS, Universität Stuttgart, Germany"
p1336,John T. Stasko,1995,19,
p0492,D. Scott Mccrickard,1995,19,
p2069,Pei-Yu Chi,2014,12,"Microsoft Research, Redmond, WA & University of California, Berkeley, Berkeley, CA, USA"
p0282,Bongshin Lee,2014,12,"Microsoft Research, Redmond, WA, USA"
p2527,Steven M. Drucker,2014,12,"Microsoft Research, Redmond, WA, USA"
p0530,Daniel Weiskopf,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p1667,Marc Borchers,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p2610,Thomas Ertl,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p1739,Martin Falk,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p2011,Oliver Fechtig,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p2189,Regine Frank,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p0819,Frank Grave,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p0121,Andreas King,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p2731,Ute Kraus,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p2619,Thomas Müller,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p0989,Hans-peter Nollert,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p1105,Isabel Rica Mendez,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p0980,Hanns Ruder,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p0481,Corvin Zahn,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p1870,Michael Zatloukal,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p2673,Tobias Schafhitzel,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p2461,Sonja Schär,2005,14,"Simon Fraser Univ, Graph Visualizat & Usabil Lab, Burnaby, BC V5A 1S6, Canada"
p1199,Jeffrey Heer,2008,419,"University of California, Berkeley, CA"
p1652,Maneesh Agrawala,2008,419,"University of California, Berkeley, CA"
p2610,Thomas Ertl,2001,66,
p0243,Bernd Girod,2001,66,
p1022,Heinrich Niemann,2001,66,
p0986,Hans-Peter Seidel,2001,66,
p0506,Daniel A. Keim,1999,72,"Computer Science of the Martin-Luther-University Halle-Wittenberg, Germany"
p0066,Alexander Hinneburg,1999,72,Computer Science from the University of Halle
p1198,Jeffrey Browne,2011,62,"Microsoft Research, and University of California, Santa Barbara"
p0282,Bongshin Lee,2011,62,Microsoft Research
p2400,Sheelagh Carpendale,2011,62,"Microsoft Research, and University of Calgary"
p1953,Nathalie Riche,2011,62,Microsoft Research
p2659,Timothy Sherwood,2011,62,"Microsoft Research, and University of California, Santa Barbara"
p1336,John T. Stasko,1987,143,
p1201,Jeffrey Scott Vitter,1987,143,
p2010,Oliver Deussen,2004,38,
p0358,Charles D. Hansen,2004,38,
p0506,Daniel A. Keim,2004,38,
p0616,Dietmar Saupe,2004,38,
p1897,Ming C. Hao,2008,39,"Hewlett Packard Laboratories, Palo Alto, CA"
p0506,Daniel A. Keim,2008,39,"Department of Computer and Information Science, University of Konstanz, Germany"
p2726,Umeshwar Dayal,2008,39,"Hewlett Packard Laboratories, Palo Alto, CA"
p0533,Daniela Oelke,2008,39,"Department of Computer and Information Science, University of Konstanz, Germany"
p0349,Chantal Tremblay,2008,39,"Hewlett Packard Laboratories, Palo Alto, CA"
p1677,Marcelo Magallón,2001,55,
p1777,Matthias Hopf,2001,55,
p2610,Thomas Ertl,2001,55,
p1829,Michael D. Byrne,1999,328,rice university
p2211,Richard Catrambone,1999,328,georgia institute of technology
p1336,John T. Stasko,1999,328,georgia institute of technology
p1850,Michael Krone,2010,9,"University of Stuttgart, Stuttgart, Germany"
p0336,Carsten Dachsbacher,2010,9,"Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany"
p2610,Thomas Ertl,2010,9,"University of Stuttgart, Stuttgart, Germany"
p0803,Florian Haag,2013,3,"University of Stuttgart, Germany"
p2499,Steffen Lohmann,2013,3,"University of Stuttgart, Germany"
p2610,Thomas Ertl,2013,3,"University of Stuttgart, Germany"
p1871,Michel A. Westenberg,2005,12,
p2610,Thomas Ertl,2005,12,
p1732,Markus Üffinger,2010,38,"Univ Stuttgart VISUS, Visualizat Res Ctr, Stuttgart, Germany"
p2497,Steffen Frey,2010,38,"Univ Stuttgart VISUS, Visualizat Res Ctr, Stuttgart, Germany"
p2610,Thomas Ertl,2010,38,"Univ Stuttgart VISUS, Visualizat Res Ctr, Stuttgart, Germany"
p0761,Fabian Fischer,2012,13,"University of Konstanz, Germany"
p1301,Johannes Fuchs,2012,13,"University of Konstanz, Germany"
p0806,Florian Mansmann,2012,13,"University of Konstanz, Germany"
p0506,Daniel A. Keim,2012,13,"University of Konstanz, Germany"
p1897,Ming C. Hao,2004,0,Hewlett Packard Research Laboratories
p0506,Daniel A. Keim,2004,0,Hewlett Packard Research Laboratories
p2726,Umeshwar Dayal,2004,0,Hewlett Packard Research Laboratories
p1297,Joern Schneidewind,2004,0,Hewlett Packard Research Laboratories
p0623,Dirc Rose,2001,13,
p1743,Martin Kada,2001,13,
p2610,Thomas Ertl,2001,13,
p1888,Min Chen,2011,25,"University of Oxford, UK"
p0154,Anne Trefethen,2011,25,"University of Oxford, UK"
p2193,Rene Banares-Alcantara,2011,25,"University of Oxford, UK"
p1705,Marina Jirotka,2011,25,"University of Oxford, UK"
p0275,Bob Coecke,2011,25,"University of Oxford, UK"
p2610,Thomas Ertl,2011,25,University of Stuttgart
p0051,Albrecht Schmidt,2011,25,University of Stuttgart
p2456,Slava Kisilevich,2011,1,"Univ Konstanz, Dept Comp & Informat Sci, Constance, Germany"
p0506,Daniel A. Keim,2011,1,"Univ Konstanz, Dept Comp & Informat Sci, Constance, Germany"
p2277,Roman Byshko,2011,1,"Univ Konstanz, Dept Comp & Informat Sci, Constance, Germany"
p1867,Michael Tsibelman,2011,1,"HP Software, Yehud, Israel"
p1598,Lior Rokach,2011,1,"Ben Gurion Univ Negev, Dept Informat Syst Engn, Beer Sheva, Israel"
p2344,Sarah J. Waterson,2002,60,"University of California, Berkeley, Berkeley, CA"
p1175,Jason I. Hong,2002,60,"University of California, Berkeley, Berkeley, CA"
p2652,Tim Sohn,2002,60,"University of California, Berkeley, Berkeley, CA"
p1145,James A. Landay,2002,60,"University of California, Berkeley, Berkeley, CA"
p1199,Jeffrey Heer,2002,60,"Xerox PARC, Palo Alto, CA"
p2591,Tara Matthews,2002,60,"Seattle University, Broadway Seattle, WA"
p1199,Jeffrey Heer,2003,55,"Group for User Interface Research, Computer Science Division, University of California, Berkeley"
p0040,Alan Newberger,2003,55,"Group for User Interface Research, Computer Science Division, University of California, Berkeley"
p0387,Chris Beckmann,2003,55,"Group for User Interface Research, Computer Science Division, University of California, Berkeley"
p1175,Jason I. Hong,2003,55,"Group for User Interface Research, Computer Science Division, University of California, Berkeley"
p0506,Daniel A. Keim,1998,94,"Univ. of Halle-Wittenberg, Halle, Germany"
p0155,Annemarie Herrmann,1998,94,"Univ. of Halle-Wittenberg, Halle, Germany"
p1171,Jason Chuang,2012,107,"Stanford University, CA"
p0434,Christopher D. Manning,2012,107,"Stanford University, CA"
p1199,Jeffrey Heer,2012,107,"Stanford University, CA"
p0938,Gustavo M. Machado,2013,21,
p0792,Filip Sadlo,2013,21,
p2610,Thomas Ertl,2013,21,
p0489,Cynthia Sims Parr,2004,51,"Human-Computer Interaction Lab, University of Maryland, College Park, MD 20742, USA"
p0282,Bongshin Lee,2004,51,"Human Computer Interaction Lab, Computer Science Department, University of Maryland, College Park, MD 20742, USA"
p0501,Dana Campbell,2004,51,"Human-Computer Interaction Lab, University of Maryland, College Park, MD 20742, USA"
p0231,Benjamin B. Bederson,2004,51,"Human Computer Interaction Lab, Computer Science Department, University of Maryland, College Park, MD 20742, USA"
p1290,Joao Paulo Gois,2008,17,"Universidade de São Paulo, São Carlos, Brazil"
p2740,Valdecir Polizelli-Junior,2008,17,"Universidade de São Paulo, São Carlos, Brazil"
p2634,Tiago Etiene,2008,17,"Universidade de São Paulo, São Carlos, Brazil"
p0682,Eduardo Tejada,2008,17,"Universität Stuttgart, Stuttgart, Germany"
p0167,Antonio Castelo,2008,17,"Universidade de São Paulo, São Carlos, Brazil"
p1629,Luis Gustavo Nonato,2008,17,"Universidade de São Paulo, São Carlos, Brazil"
p2610,Thomas Ertl,2008,17,"Universität Stuttgart, Stuttgart, Germany"
p0506,Daniel A. Keim,1993,26,
p0984,Hans-Peter Kriegel,1993,26,
p2355,Scott Lederer,2004,5,"UC Berkeley, Berkeley, CA"
p1199,Jeffrey Heer,2004,5,"UC Berkeley, Berkeley, CA"
p1643,Magnus Strengert,2004,108,"Institute of Visualization and Interactive Systems, University of Stuttgart, Germany"
p1677,Marcelo Magallón,2004,108,"Institute of Visualization and Interactive Systems, University of Stuttgart, Germany"
p0530,Daniel Weiskopf,2004,108,"Institute of Visualization and Interactive Systems, University of Stuttgart, Germany"
p2480,Stefan Guthe,2004,108,"WSI, GRIS, University of Tübingen, Germany"
p2610,Thomas Ertl,2004,108,"Institute of Visualization and Interactive Systems, University of Stuttgart, Germany"
p0506,Daniel A. Keim,2003,40,"University of Constance, Germany"
p2508,Stephen C. North,2003,40,"AT&T Shannon Laboratory, Florham Park, NJ"
p0404,Christian Panse,2003,40,"University of Constance, Germany"
p1412,Jörn Schneidewind,2003,40,"University of Halle, Germany"
p1199,Jeffrey Heer,2007,361,"University of California, Berkeley, Berkeley, CA"
p0791,Fernanda B. Viégas,2007,361,"IBM Visual Communication Lab, Cambridge, MA"
p1749,Martin Wattenberg,2007,361,"IBM Visual Communication Lab, Cambridge, MA"
p3045,Zhicheng Liu,2010,26,
p0282,Bongshin Lee,2010,26,
p2469,Srikanth Kandula,2010,26,
p2177,Ratul Mahajan,2010,26,
p1869,Michael Wörner,2011,4,"Univ Stuttgart, Grad Sch Adv Mfg Engn, Nobelstr 38, Stuttgart, Germany"
p2610,Thomas Ertl,2011,4,"Univ Stuttgart, Inst Visualizat & Interact Syst, Stuttgart, Germany"
p1463,Katrin Bidmon,2007,10,"University of Stuttgart, Germany"
p0930,Guido Reina,2007,10,"University of Stuttgart, Germany"
p0759,Fabian Bos,2007,10,"University of Stuttgart, Germany"
p1405,Jurgen Pleiss,2007,10,"University of Stuttgart, Germany"
p2610,Thomas Ertl,2007,10,"University of Stuttgart, Germany"
p1463,Katrin Bidmon,2004,10,
p0623,Dirc Rose,2004,10,
p2610,Thomas Ertl,2004,10,
p0506,Daniel A. Keim,2006,60,"Department of Computer and Information Science, University of Konstanz, Germany"
p2643,Tilo Nietzschmann,2006,60,"Department of Computer and Information Science, University of Konstanz, Germany"
p2004,Norman Schelwies,2006,60,"DekaBank, Frankfurt am Main, Germany"
p1412,Jörn Schneidewind,2006,60,"Department of Computer and Information Science, University of Konstanz, Germany"
p2674,Tobias Schreck,2006,60,"Department of Computer and Information Science, University of Konstanz, Germany"
p1011,Hartmut Ziegler,2006,60,"Department of Computer and Information Science, University of Konstanz, Germany"
p2499,Steffen Lohmann,2011,0,
p2100,Philipp Heim,2011,0,
p0538,Davaadorj Tsendragchaa,2011,0,
p2281,Ronald Metoyer,2012,21,"Microsoft Research, Redmond, Washington & Oregon State University, Corvallis, Oregon, United States"
p0282,Bongshin Lee,2012,21,"Microsoft Research, Redmond, Washington, United States"
p1952,Nathalie Henry Riche,2012,21,"Microsoft Research, Redmond, Washington, United States"
p1752,Mary Czerwinski,2012,21,"Microsoft Research, Redmond, Washington, United States"
p1985,Niklas Elmqvist,2008,134,"INRIA, Université Paris-Sud, France"
p1336,John T. Stasko,2008,134,"School of Interactive Computing and the GVU Center, Georgia Institute of Technology, Atlanta, GA"
p2102,Philippas Tsigas,2008,134,"Department of Computer Scinece & Engineering, Chalmers University of Technology, Gothenburg, Sweden"
p0066,Alexander Hinneburg,2003,6,
p0506,Daniel A. Keim,2003,6,
p1745,Martin Rotard,2007,13,Corresponding author.
p1710,Mark Giereth,2007,13,"Visualization and Interactive Systems Institute (VIS), Universität Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany"
p2610,Thomas Ertl,2007,13,"Visualization and Interactive Systems Institute (VIS), Universität Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany"
p2079,Peter Eades,2009,29,
p2610,Thomas Ertl,2009,29,
p0962,Han-Wei Shen,2009,29,
p2511,Stephen G. Eick,2002,1,"Visual Insights, Naperville, IL"
p0506,Daniel A. Keim,2002,1,"AT&T Research and Constance University, Florham Park, NJ"
p0232,Benjamin Bach,2014,147,"INRIA, Paris, France"
p0714,Emmanuel Pietriga,2014,147,"INRIA, Orsay, France & INRIA Chile, Orsay, France"
p1187,Jean-Daniel Fekete,2014,147,"INRIA, Paris, France"
p0504,Danah Boyd,2006,490,University of California at Berkeley
p1199,Jeffrey Heer,2006,490,University of California at Berkeley
p3086,Çagatay Demiralp,2014,56,Stanford University
p0324,Carlos E Scheidegger,2014,56,AT&T Labs Research
p0905,Gordon L Kindlmann,2014,56,University of Chicago
p0556,David H Laidlaw,2014,56,Brown University
p1199,Jeffrey Heer,2014,56,University of Washington
p0506,Daniel A. Keim,2001,474,"Univ. of Konstantz, Germany"
p2610,Thomas Ertl,1991,0,
p0980,Hanns Ruder,1991,0,
p0802,Florian Geyer,1991,0,
p1023,Heinz Herold,1991,0,
p2731,Ute Kraus,1991,0,
p2485,Stefan Münzel,1991,0,
p0985,Hans-Peter Nollert,1991,0,
p0128,Andreas Rebetzky,1991,0,
p2838,Wolfgang Schweizer,1991,0,
p0481,Corvin Zahn,1991,0,
p2497,Steffen Frey,2011,13,"Visualization Research Center Universität Stuttgart (VISUS), Germany"
p2626,Thomas Schlomer,2011,13,"University of Konstanz, Germany"
p2366,Sebastian Grottel,2011,13,"Visualization Research Center Universität Stuttgart (VISUS), Germany"
p0336,Carsten Dachsbacher,2011,13,"Karlsruhe Institute of Technology, Germany"
p2010,Oliver Deussen,2011,13,"University of Konstanz, Germany"
p2610,Thomas Ertl,2011,13,"Visualization Research Center Universität Stuttgart (VISUS), Germany"
p0574,David S. Ebert,2008,2,
p0982,Hans Hagen,2008,2,
p1486,Kenneth I. Joy,2008,2,
p0506,Daniel A. Keim,2008,2,
p0509,Daniel C. Robbins,2008,23,"Microsoft Research, One Microsoft Way, Redmond, WA"
p0282,Bongshin Lee,2008,23,"Microsoft Research, One Microsoft Way, Redmond, WA"
p2272,Roland Fernandez,2008,23,"Microsoft Research, One Microsoft Way, Redmond, WA"
p2610,Thomas Ertl,1999,0,
p0066,Alexander Hinneburg,2002,8,"University of Halle, Germany"
p0506,Daniel A. Keim,2002,8,AT&T Research Labs and University of Constance
p1731,Markus Wawryniuk,2002,8,"University of Konstanz, Germany"
p1336,John T. Stasko,2004,112,"College of Computing/GVU Center, Georgia Institute of Technology, Atlanta, GA 30332-0280, USA"
p2681,Todd Miller,2004,112,"College of Computing/GVU Center, Georgia Institute of Technology, Atlanta, GA 30332-0280, USA"
p3020,Zachary Pousman,2004,112,"College of Computing/GVU Center, Georgia Institute of Technology, Atlanta, GA 30332-0280, USA"
p0444,Christopher Plaue,2004,112,"College of Computing/GVU Center, Georgia Institute of Technology, Atlanta, GA 30332-0280, USA"
p2021,Osman Ullah,2004,112,"College of Computing/GVU Center, Georgia Institute of Technology, Atlanta, GA 30332-0280, USA"
p0251,Bernhard Schmitz,2012,3,"Inst. for Visualization & Interactive Syst., Univ. Stuttgart, Stuttgart, Germany|c|"
p2610,Thomas Ertl,2012,3,
p0916,Greg Smith,2009,2,"Microsoft Research, Redmond, Washington"
p0602,Desney Tan,2009,2,"Microsoft Research, Redmond, Washington"
p0282,Bongshin Lee,2009,2,"Microsoft Research, Redmond, Washington"
p1887,Milos Krstajic,2013,40,"Univ Konstanz, Constance, Germany"
p0506,Daniel A. Keim,2013,40,"Univ Konstanz, Constance, Germany"
p1063,Huamin Qu,2005,1,
p1051,Hong Zhou,2005,1,
p2949,Yingcai Wu,2005,1,
p1199,Jeffrey Heer,2004,26,"University of California, Berkeley"
p1957,Nathaniel S. Good,2004,26,"University of California, Berkeley"
p0103,Ana Ramirez,2004,26,"University of California, Berkeley"
p1669,Marc Davis,2004,26,"University of California, Berkeley"
p1213,Jennifer Mankoff,2004,26,"University of California, Berkeley"
p1710,Mark Giereth,2008,11,"Visualization & Interactive Syst. Inst., Univ. of Stuttgart, Stuttgart"
p2610,Thomas Ertl,2008,11,"Visualization & Interactive Syst. Inst., Univ. of Stuttgart, Stuttgart"
p0251,Bernhard Schmitz,2012,5,"Institute for Visualization and Interactive Systems, Universität Stuttgart, Germany"
p0201,Attila Györkös,2012,5,"Institute for Visualization and Interactive Systems, Universität Stuttgart, Germany"
p2610,Thomas Ertl,2012,5,"Institute for Visualization and Interactive Systems, Universität Stuttgart, Germany"
p2651,Tim Paek,2009,10,"Microsoft Research, Redmond, WA"
p0282,Bongshin Lee,2009,10,"Microsoft Research, Redmond, WA"
p0274,Bo Thiesson,2009,10,"Microsoft Research, Redmond, WA"
p1897,Ming C. Hao,2009,13,
p2726,Umeshwar Dayal,2009,13,
p0506,Daniel A. Keim,2009,13,
p2175,Ratnesh K. Sharma,2009,13,
p0013,Abhay Mehta,2009,13,
p0804,Florian Heimerl,2012,16,
p0361,Charles Jochim,2012,16,
p2498,Steffen Koch,2012,16,
p2610,Thomas Ertl,2012,16,
p1463,Katrin Bidmon,2008,29,"Visualisation Research Center, Universität Stuttgart, Germany"
p2366,Sebastian Grottel,2008,29,"Visualisation Research Center, Universität Stuttgart, Germany"
p0760,Fabian Bös,2008,29,"Institute of Technical Biochemistry, Universität Stuttgart, Germany"
p1416,Jürgen Pleiss,2008,29,"Institute of Technical Biochemistry, Universität Stuttgart, Germany"
p2610,Thomas Ertl,2008,29,"Visualisation Research Center, Universität Stuttgart, Germany"
p1199,Jeffrey Heer,2009,155,"Stanford University, Stanford, CA"
p0791,Fernanda B. Viégas,2009,155,"IBM T.J. Watson Research Center, Cambridge, MA"
p1749,Martin Wattenberg,2009,155,"IBM T.J. Watson Research Center, Cambridge, MA"
p1011,Hartmut Ziegler,2008,7,"University of Konstanz, Germany"
p0506,Daniel A. Keim,2008,7,"University of Konstanz, Germany"
p1710,Mark Giereth,2008,7,University Of Stuttgart#TAB#
p1869,Michael Wörner,2008,7,University Of Stuttgart#TAB#
p1002,Harald Bosch,2008,7,University Of Stuttgart#TAB#
p2045,Patrick Baier,2008,7,University Of Stuttgart#TAB#
p2610,Thomas Ertl,2008,7,University Of Stuttgart#TAB#
p1199,Jeffrey Heer,2009,2,"Stanford University, Stanford, CA, USA"
p1199,Jeffrey Heer,2010,151,"Comput. Sci. Dept., Stanford Univ., Stanford, CA, USA"
p1823,Michael Bostock,2010,151,"Comput. Sci. Dept., Stanford Univ., Stanford, CA, USA"
p0288,Brad Topol,1998,18,"Georgia Inst Technol, Coll Comp, Atlanta, GA 30332 USA"
p1929,Mustaque Ahamad,1998,18,"Georgia Inst Technol, Coll Comp, Atlanta, GA 30332 USA"
p1336,John T. Stasko,1998,18,"Georgia Inst Technol, Coll Comp, Atlanta, GA 30332 USA"
p0506,Daniel A. Keim,1995,26,
p2310,Rüdiger Westermann,1997,35,"Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91054 Erlangen, Germany"
p2610,Thomas Ertl,1997,35,"Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91054 Erlangen, Germany"
p2273,Roland Heilmann,2004,1,
p0404,Christian Panse,2004,1,
p1412,Jörn Schneidewind,2004,1,
p1884,Mike Sips,2004,1,
p0506,Daniel A. Keim,2004,21,University of Konstanz
p1027,Helmut Barro,2004,21,University of Konstanz
p0404,Christian Panse,2004,21,University of Konstanz
p1364,Jorn Schneidewind,2004,21,University of Konstanz
p1884,Mike Sips,2004,21,University of Konstanz
p0533,Daniela Oelke,2008,32,"Univ Konstanz, D-7750 Constance, Germany"
p2077,Peter Bak,2008,32,"Univ Konstanz, D-7750 Constance, Germany"
p0506,Daniel A. Keim,2008,32,"Univ Konstanz, D-7750 Constance, Germany"
p1714,Mark Last,2008,32,"Ben Gurion Univ Negev, IL-84105 Beer Sheva, Israel"
p0940,Guy Danon,2008,32,"Ben Gurion Univ Negev, IL-84105 Beer Sheva, Israel"
p0395,Chris North,2009,135,"Virginia Tech, Blacksburg, USA"
p2647,Tim Dwyer,2009,135,"Microsoft Research, Redmond, USA"
p0282,Bongshin Lee,2009,135,"Microsoft Research, Redmond, USA"
p0536,Danyel Fisher,2009,135,"Microsoft Research, Redmond, USA"
p2090,Petra Isenberg,2009,135,"University of Calgary, Alberta, Canada"
p0878,George Robertson,2009,135,"Microsoft Research, Redmond, USA"
p1515,Kori Inkpen,2009,135,"Microsoft Research, Redmond, USA"
p1140,Jagoda Walny,2012,104,"Univ Calgary, Calgary, AB T2N 1N4, Canada"
p0282,Bongshin Lee,2012,104,"Microsoft Research, USA"
p2060,Paul Johns,2012,104,"Microsoft Research, USA"
p1952,Nathalie Henry Riche,2012,104,"Microsoft Research, USA"
p2400,Sheelagh Carpendale,2012,104,"Univ Calgary, Calgary, AB T2N 1N4, Canada"
p1897,Ming C. Hao,2004,4,Hewlett Packard Research Laboratories
p0506,Daniel A. Keim,2004,4,Hewlett Packard Research Laboratories
p2726,Umeshwar Dayal,2004,4,Hewlett Packard Research Laboratories
p0098,Amy Jang,2013,5,"Stanford University, Palo Alto, California, USA"
p0610,Diana L. MacLean,2013,5,"Stanford University, Palo Alto, USA"
p1199,Jeffrey Heer,2013,5,"Stanford University, Palo Alto, USA"
p1199,Jeffrey Heer,2005,1032,"Computer Science Division, University of California, Berkeley"
p0504,Danah Boyd,2005,1032,"School of Information Management and Systems, University of California, Berkeley"
p2263,Roberto Grosso,1997,133,"Computer Graphics Group, Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91058 Erlangen, Germany"
p0421,Christoph Lürig,1997,133,"Computer Graphics Group, Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91058 Erlangen, Germany"
p2610,Thomas Ertl,1997,133,"Computer Graphics Group, Lehrstuhl für Graphische Datenverarbeitung (IMMD9), Universität Erlangen-Nürnberg, Am Weichselgarten 9, 91058 Erlangen, Germany"
p1888,Min Chen,2006,64,"Dept. of Comput. Sci., Swansea Univ."
p2161,Ralf P Botchen,2006,64,"Visualization and Interactive Systems, University of Stuttgart, Germany"
p2296,Rudy R Hashim,2006,64,"Dept. of Comput. Sci., Swansea Univ."
p0530,Daniel Weiskopf,2006,64,IEEE Computer Society
p2610,Thomas Ertl,2006,64,IEEE Computer Society
p1084,Ian M Thornton,2006,64,"Computer Science and Psychology, Swansea University, UK"
p0624,Dirk J. Lehmann,2010,18,"Universität Magdeburg, Magdeburg, Deutschland"
p0882,Georgia Albuquerque,2010,18,"TU Braunschweig, Braunschweig, Deutschland"
p1737,Martin Eisemann,2010,18,"TU Braunschweig, Braunschweig, Deutschland"
p0109,Andrada Tatu,2010,18,"Universität Konstanz, Konstanz, Deutschland"
p0506,Daniel A. Keim,2010,18,"Universität Konstanz, Konstanz, Deutschland"
p1018,Heidrun Schumann,2010,18,"Universität Rostock, Rostock, Deutschland"
p1686,Marcus A. Magnor,2010,18,"TU Braunschweig, Braunschweig, Deutschland"
p1047,Holger Theisel,2010,18,"Universität Magdeburg, Magdeburg, Deutschland"
p0506,Daniel A. Keim,1995,54,"Institute for Computer Science, University of Munich, Leopoldstr 11B, D-80802 München, Germany"
p0984,Hans-Peter Kriegel,1995,54,"Institute for Computer Science, University of Munich, Leopoldstr 11B, D-80802 München, Germany"
p2080,Peter Hastreiter,1998,44,
p0415,Christof Rezk-Salama,1998,44,
p0247,Bernd Tomandl,1998,44,
p1421,K. Eberhardt,1998,44,
p2610,Thomas Ertl,1998,44,
p0232,Benjamin Bach,2010,20,"INRIA, Paris, France"
p0714,Emmanuel Pietriga,2010,20,"INRIA, Paris, France"
p1090,Ilaria Liccardi,2010,20,"INRIA, Paris, France"
p1887,Milos Krstajic,2013,34,"Univ Konstanz, Data Anal & Visualizat Grp, D-78457 Constance, Germany"
p1916,Mohammad Najm-Araghi,2013,34,"Univ Konstanz, D-78457 Constance, Germany"
p0806,Florian Mansmann,2013,34,"Univ Konstanz, D-78457 Constance, Germany"
p0506,Daniel A. Keim,2013,34,"Univ Konstanz, D-78457 Constance, Germany"
p0691,Eleftherios Koutsofios,1999,38,"AT&T Bell Labs., Florham Park, NJ, USA|c|"
p2508,Stephen C. North,1999,38,
p0506,Daniel A. Keim,1999,38,
p0506,Daniel A. Keim,2006,3,University of Konstanz
p0533,Daniela Oelke,2006,3,University of Konstanz
p2290,Royal Truman,2006,3,Mannheim
p1509,Klaus Neuhaus,2006,3,Technical University of Munich
p2360,Sean Kandel,2011,773,"Stanford University, Stanford, California, USA"
p0127,Andreas Paepcke,2011,773,"Stanford University, Stanford, California, USA"
p1367,Joseph Hellerstein,2011,773,"University of California, Berkeley, Berkeley, California, USA"
p1199,Jeffrey Heer,2011,773,"Stanford University, Stanford, California, USA"
p0506,Daniel A. Keim,2002,143,"Hewlett-Packard Research Labs, Palo Alto, California and AT&T Research Labs, Florham Park, NJ and University of Constance, Germany"
p1896,Ming C Hao,2002,143,"Hewlett-Packard Research Labs, Palo Alto, California"
p2725,Umesh Dayal,2002,143,"Hewlett-Packard Research Labs, Palo Alto, California"
p1798,Meichun Hsu,2002,143,"Hewlett-Packard Research Labs, Palo Alto, California and CommerceOne, Pleasanton, California"
p0806,Florian Mansmann,2007,98,"Univ Konstanz, D-7750 Constance, Germany"
p0506,Daniel A. Keim,2007,98,"Univ Konstanz, D-7750 Constance, Germany"
p2508,Stephen C. North,2007,98,"Univ Konstanz, D-7750 Constance, Germany"
p0299,Brian Rexroad,2007,98,"Univ Konstanz, D-7750 Constance, Germany"
p0527,Daniel Sheleheda,2007,98,"Univ Konstanz, D-7750 Constance, Germany"
p2100,Philipp Heim,2010,0,
p2625,Thomas Schlegel,2010,0,
p2610,Thomas Ertl,2010,0,
p2487,Stefan Roettger,2003,393,University of Stuttgart
p2480,Stefan Guthe,2003,393,University of Tübingen
p0530,Daniel Weiskopf,2003,393,University of Stuttgart
p2610,Thomas Ertl,2003,393,University of Stuttgart
p2839,Wolfgang Strasser,2003,393,University of Tübingen
p0506,Daniel A. Keim,2005,30,
p1412,Jörn Schneidewind,2005,30,
p0234,Benjamin Bustos,2007,1,
p0506,Daniel A. Keim,2007,1,
p0616,Dietmar Saupe,2007,1,
p2674,Tobias Schreck,2007,1,
p0109,Andrada Tatu,2007,1,
p1739,Martin Falk,2013,49,"Univ Stuttgart, Visualizat Res Ctr VISUS, Stuttgart, Germany"
