entityId,year,citationcount,affiliation,paperID
p0014,2014,18,"Univ Calif Davis, Davis, CA 95616 USA",5550427e45ce0a409eb42c0b
p2168,2014,18,"Univ Calif Davis, Davis, CA 95616 USA",5550427e45ce0a409eb42c0b
p1533,2014,18,"Univ Calif Davis, Davis, CA 95616 USA",5550427e45ce0a409eb42c0b
p1051,2014,5,,5550444d45ce0a409eb4cdff
p2035,2014,5,,5550444d45ce0a409eb4cdff
p3060,2014,5,,5550444d45ce0a409eb4cdff
p1063,2014,5,,5550444d45ce0a409eb4cdff
p1890,2014,9,"Univ Calif Davis, Davis, CA 95616 USA",5550446445ce0a409eb4d422
p2988,2014,9,"Univ Calif Davis, Davis, CA 95616 USA",5550446445ce0a409eb4d422
p1533,2014,9,"Univ Calif Davis, Davis, CA 95616 USA",5550446445ce0a409eb4d422
p1183,2014,9,"Univ Wyoming, Laramie, WY 82071 USA",5550446445ce0a409eb4d422
p0618,2014,9,"Univ Wyoming, Laramie, WY 82071 USA",5550446445ce0a409eb4d422
p1281,2014,11,"Univ Calif Davis, Davis, CA 95616 USA",5550446445ce0a409eb4d429
p1052,2014,11,"Univ Nebraska, Lincoln, NE USA",5550446445ce0a409eb4d429
p1533,2014,11,"Univ Calif Davis, Davis, CA 95616 USA",5550446445ce0a409eb4d429
p3016,2015,7,"Univ Calif Davis, Davis, CA 95616 USA",5550447a45ce0a409eb4e1c7
p1533,2015,7,"Univ Calif Davis, Davis, CA 95616 USA",5550447a45ce0a409eb4e1c7
p1766,2014,96,,5550448445ce0a409eb4e68b
p1864,2014,96,,5550448445ce0a409eb4e68b
p2513,2014,96,,5550448445ce0a409eb4e68b
p2578,2014,96,,5550448445ce0a409eb4e68b
p1908,2012,66,University of Utah,5550448445ce0a409eb4e68f
p1864,2012,66,University of British Columbia,5550448445ce0a409eb4e68f
p2578,2012,66,University of British Columbia,5550448445ce0a409eb4e68f
p2333,2015,95,,5550448e45ce0a409eb4ed52
p0772,2015,95,,5550448e45ce0a409eb4ed52
p1795,2015,95,,5550448e45ce0a409eb4ed52
p0671,2015,95,,5550448e45ce0a409eb4ed52
p0340,2015,95,,5550448e45ce0a409eb4ed52
p0227,2015,95,,5550448e45ce0a409eb4ed52
p1942,2005,7,"Minnesota Univ., Minneapolis, MN, USA",5550450545ce0a409eb53047
p1063,2005,7,"Inst. of Comput. Technol., Chinese Acad. of Sci., Beijing, China",5550450545ce0a409eb53047
p0177,2005,7,"Inst. of Comput. Technol., Chinese Acad. of Sci., Beijing, China",5550450545ce0a409eb53047
p2799,2014,28,"Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China",5550451845ce0a409eb53982
p2954,2014,28,"Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China",5550451845ce0a409eb53982
p1063,2014,28,"Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China",5550451845ce0a409eb53982
p2778,2014,28,"Zhejiang Univ, State Key Lab CAD&CG, Hangzhou, Zhejiang, Peoples R China",5550451845ce0a409eb53982
p0679,2014,28,"Vienna Univ Technol, Inst Comp Graph & Algorithms, Vienna, Austria",5550451845ce0a409eb53982
p1595,2014,28,"Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China",5550451845ce0a409eb53982
p0478,2014,143,"CSE Dept., Hong Kong Univ. of Sci. & Technol., Hong Kong, China|c|",5550451945ce0a409eb539a4
p2452,2014,143,hong kong university of science and technology,5550451945ce0a409eb539a4
p2131,2014,143,hong kong university of science and technology,5550451945ce0a409eb539a4
p1063,2014,143,hong kong university of science and technology,5550451945ce0a409eb539a4
p0385,2014,2,,555046d945ce0a409eb62284
p1485,2014,2,,555046d945ce0a409eb62284
p1533,2014,2,,555046d945ce0a409eb62284
p0956,2014,2,,555046d945ce0a409eb62284
p2703,2014,2,,555046d945ce0a409eb62284
p2252,2014,0,,555046d945ce0a409eb62286
p1488,2014,0,,555046d945ce0a409eb62286
p1533,2014,0,,555046d945ce0a409eb62286
p1101,2014,14,,555046ed45ce0a409eb62daf
p2785,2014,14,,555046ed45ce0a409eb62daf
p1533,2014,14,,555046ed45ce0a409eb62daf
p0026,2012,3,,5550474545ce0a409eb66102
p0555,2012,3,,5550474545ce0a409eb66102
p0227,2012,3,,5550474545ce0a409eb66102
p3010,2012,3,,5550474545ce0a409eb66102
p1199,2012,3,,5550474545ce0a409eb66102
p0340,2013,18,,5550476b45ce0a409eb6718d
p2642,2013,18,,5550476b45ce0a409eb6718d
p1340,2013,18,,5550476b45ce0a409eb6718d
p0004,2013,18,,5550476b45ce0a409eb6718d
p1362,2013,18,,5550476b45ce0a409eb6718d
p2682,2013,18,,5550476b45ce0a409eb6718d
p0707,2013,18,,5550476b45ce0a409eb6718d
p0696,2013,18,,5550476b45ce0a409eb6718d
p2386,2013,18,,5550476b45ce0a409eb6718d
p0227,2013,18,,5550476b45ce0a409eb6718d
p1633,2013,9,,5550477045ce0a409eb6734b
p0340,2013,9,,5550477045ce0a409eb6734b
p0227,2013,9,,5550477045ce0a409eb6734b
p0458,2014,14,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA",5550490245ce0a409eb736ce
p1258,2014,14,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA",5550490245ce0a409eb736ce
p1533,2014,14,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA",5550490245ce0a409eb736ce
p0383,2014,14,"Taipei Med Univ, Coll Medial Sci & Technol, Taipei, Taiwan",5550490245ce0a409eb736ce
p2976,2014,14,"Taipei Med Univ, Coll Medial Sci & Technol, Taipei, Taiwan",5550490245ce0a409eb736ce
p2592,2014,6,"Univ Calif Davis, VIDi, Davis, CA 95616 USA",557c148fd19fa4669fa1a770
p0394,2014,6,"Univ Calif Davis, VIDi, Davis, CA 95616 USA",557c148fd19fa4669fa1a770
p1533,2014,6,"Univ Calif Davis, VIDi, Davis, CA 95616 USA",557c148fd19fa4669fa1a770
p1766,2014,128,"Univ. of British Columbia, Vancouver, BC, Canada|c|",557c1e5ef6672d70710ee129
p2513,2014,128,"Univ British Columbia, Vancouver, BC V5Z 1M9, Canada",557c1e5ef6672d70710ee129
p1356,2014,128,"Columbia Journalism Sch, New York, NY USA",557c1e5ef6672d70710ee129
p2578,2014,128,"Univ British Columbia, Vancouver, BC V5Z 1M9, Canada",557c1e5ef6672d70710ee129
p2497,2014,43,"Univ. of Stuttgart, Stuttgart, Germany|c|",557c3cae6feeaa8086d96424
p0792,2014,43,"Univ Stuttgart, Stuttgart, Germany",557c3cae6feeaa8086d96424
p1533,2014,43,"Univ Stuttgart, Stuttgart, Germany",557c3cae6feeaa8086d96424
p2610,2014,43,"Univ Stuttgart, Stuttgart, Germany",557c3cae6feeaa8086d96424
p0721,2002,94,"Dept. of Comput. Sci., California Univ., Davis, CA, USA|c|",557e1d19d19faf961d167141
p1533,2002,94,"CIPIC and the Department of Computer Science, University of California, Davis, CA, USA",557e1d19d19faf961d167141
p1317,2002,94,"National Center for Atmospheric Research, Boulder, CO, USA",557e1d19d19faf961d167141
p0721,2002,46,"Dept. of Comput. Sci., California Univ., Davis, CA, USA|c|",558a2ca2e4b031bae1f61a45
p0054,2002,46,University of California at Davis,558a2ca2e4b031bae1f61a45
p1533,2002,46,University of California at Davis,558a2ca2e4b031bae1f61a45
p1898,2004,34,"Boeing Co., Seattle, WA, USA|c|",558a40fe84ae84d265bc81ca
p1942,2004,34,"Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA",558a40fe84ae84d265bc81ca
p1063,2004,34,"Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA",558a40fe84ae84d265bc81ca
p0176,2004,34,"Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA",558a40fe84ae84d265bc81ca
p0775,2005,191,"Dept. of Comput. Sci., California Univ., Davis, CA, USA|c|",558a8f57e4b031bae1f85a13
p1533,2005,191,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA",558a8f57e4b031bae1f85a13
p2578,1999,51,"Stanford Univ., CA, USA|c|",558a98ade4b031bae1f88e78
p0815,1999,51,,558a98ade4b031bae1f88e78
p0878,1999,51,,558a98ade4b031bae1f88e78
p1898,2000,24,"Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA|c|",558aa405e4b0b32fcb37ff5b
p1942,2000,24,,558aa405e4b0b32fcb37ff5b
p0178,2000,24,,558aa405e4b0b32fcb37ff5b
p1063,2000,24,,558aa405e4b0b32fcb37ff5b
p1161,2006,12,"Dept. of Comput. Sci., British Columbia Univ., Vancouver, BC|c|",558acb1b84ae84d265bfab35
p2578,2006,12,IEEE,558acb1b84ae84d265bfab35
p0507,2006,26,University of British Columbia|c|,558acb1b84ae84d265bfab36
p2578,2006,26,IEEE,558acb1b84ae84d265bfab36
p0541,2006,26,Université de Bordeaux,558acb1b84ae84d265bfab36
p0394,2007,12,"California Univ., Davis, CA|c|",558ad719e4b037c087597a18
p1533,2007,12,"Univ Calif Davis, Davis, CA 95616 USA",558ad719e4b037c087597a18
p1017,2007,65,"Univ. of British Columbia, Vancouver|c|",558aeb03e4b037c08759f2c0
p2578,2007,65,IEEE Computer Society,558aeb03e4b037c08759f2c0
p2243,2007,65,IEEE Computer Society,558aeb03e4b037c08759f2c0
p1160,2008,15,"Univ. of California, Davis|c|",558af632e4b037c0875a3409
p1854,2008,15,"Univ Calif Davis, Visual & Interact Design Innovat Lab, Davis, CA 95616 USA",558af632e4b037c0875a3409
p1533,2008,15,"Univ Calif Davis, Visual & Interact Design Innovat Lab, Davis, CA 95616 USA",558af632e4b037c0875a3409
p2675,2008,15,"Intel Corp, Santa Clara, CA 95051 USA",558af632e4b037c0875a3409
p2518,2008,34,"Univ. of California at Davis, Davis|c|",558af634e4b037c0875a3410
p1533,2008,34,"Univ Calif Davis, Davis, CA 95616 USA",558af634e4b037c0875a3410
p1464,2008,34,"Los Alamos Natl Lab, Los Alamos, NM USA",558af634e4b037c0875a3410
p0345,2008,17,"Univ. of California, Davis, CA|c|",558afd60e4b031bae1fae0f5
p1533,2008,17,"University of California, Davis",558afd60e4b031bae1fae0f5
p2537,2008,17,Princeton Plasma Physics Laboratory,558afd60e4b031bae1fae0f5
p2786,2008,17,Princeton Plasma Physics Laboratory,558afd60e4b031bae1fae0f5
p2513,2009,227,"Dept. of Comput. Sci., Univ. of British Columbia, Vancouver, BC|c|",558afd92e4b031bae1fae237
p2578,2009,227,"University of British Columbia, Vancouver",558afd92e4b031bae1fae237
p2008,2009,227,"University of Maryland Baltimore County, Baltimore",558afd92e4b031bae1fae237
p0394,2008,99,"Univ. of California, Davis, CA|c|",558b09f684ae84d265c122f8
p1533,2008,99,"University of California, Davis",558b09f684ae84d265c122f8
p0008,2008,124,"Dept. of Comput. Sci., Univ. of British Columbia, Vancouver, BC|c|",558b09f184ae84d265c122dd
p2578,2008,124,University of British Columbia,558b09f184ae84d265c122dd
p1211,2008,124,University of British Columbia,558b09f184ae84d265c122dd
p2243,2008,124,"Agilent Labs, Agilent Technologies",558b09f184ae84d265c122dd
p0323,2011,82,"Dept. of Comput. Sci., Univ. of California, Davis, CA, USA|c|",558b4f0784ae84d265c2aa79
p2240,2011,82,"University of California, Davis, Davis",558b4f0784ae84d265c2aa79
p1533,2011,82,"University of California, Davis, Davis",558b4f0784ae84d265c2aa79
p0394,2009,41,"Univ. of California, Davis, CA, USA|c|",558b55ade4b0b32fcb3c133c
p0816,2009,41,"University of California, Davis",558b55ade4b0b32fcb3c133c
p1533,2009,41,"University of California, Davis",558b55ade4b0b32fcb3c133c
p1854,2009,120,"VIDI Lab., Univ. of California, Davis, CA, USA|c|",558b55afe4b0b32fcb3c1345
p1533,2009,120,"University of California, Davis",558b55afe4b0b32fcb3c1345
p1956,2012,68,"UC Davis, Davis, CA, USA|c|",558b656f84ae84d265c3247d
p1533,2012,68,"Univ Calif Davis, Sacramento, CA USA",558b656f84ae84d265c3247d
p3016,2012,200,"ViDi Res. Group, Univ. of California, Davis, CA, USA|c|",558b657b84ae84d265c324b6
p1533,2012,200,"Univ Calif Davis, ViDi Res Grp, Davis, CA 95616 USA",558b657b84ae84d265c324b6
p1956,2012,27,"Univ Calif Davis, Sacramento, CA USA",558b657684ae84d265c3249f
p1533,2012,27,"Univ Calif Davis, Sacramento, CA USA",558b657684ae84d265c3249f
p0151,2010,72,"Univ. of California, Davis, CA, USA|c|",558bd709e4b02b9f07a39196
p0322,2010,72,"Univ Calif Davis, Davis, CA 95616 USA",558bd709e4b02b9f07a39196
p1533,2010,72,"Univ Calif Davis, Davis, CA 95616 USA",558bd709e4b02b9f07a39196
p1908,2010,76,"Harvard Univ, Sch Med, Cambridge, MA 02138 USA",558bd75ae4b0cfb70a1a2397
p2578,2010,76,"Univ British Columbia, Vancouver, BC V5Z 1M9, Canada",558bd75ae4b0cfb70a1a2397
p0142,2010,76,"Harvard Univ, Sch Med, Cambridge, MA 02138 USA",558bd75ae4b0cfb70a1a2397
p0992,2010,76,"Harvard University, USA",558bd75ae4b0cfb70a1a2397
p1295,2013,35,University of British Columbia,558be14be4b02b9f07a3caec
p0486,2013,35,University of British Columbia,558be14be4b02b9f07a3caec
p2578,2013,35,University of British Columbia,558be14be4b02b9f07a3caec
p1766,2013,696,University of British Columbia,558be14fe4b02b9f07a3cb0b
p2578,2013,696,University of British Columbia,558be14fe4b02b9f07a3cb0b
p1831,2011,17,"Department of Computer Science, University of Maryland, College Park, MD, USA. codepoet@cs.umd.edu",558c4bb6e4b0cfb70a1cd85b
p2443,2011,17,"University of Maryland, College Park",558c4bb6e4b0cfb70a1cd85b
p3084,2011,17,"University of Maryland, College Park",558c4bb6e4b0cfb70a1cd85b
p0781,2011,17,"University of Maryland, College Park",558c4bb6e4b0cfb70a1cd85b
p1094,2011,17,"University of Maryland, College Park",558c4bb6e4b0cfb70a1cd85b
p0053,2011,17,"University of Maryland, College Park",558c4bb6e4b0cfb70a1cd85b
p0227,2011,17,"University of Maryland, College Park",558c4bb6e4b0cfb70a1cd85b
p1284,2012,112,"Univ Calif Davis, Davis, CA 95616 USA",558c55e6e4b02b9f07a6817e
p3024,2012,112,,558c55e6e4b02b9f07a6817e
p1961,2012,112,,558c55e6e4b02b9f07a6817e
p1533,2012,112,"Univ Calif Davis, Davis, CA 95616 USA",558c55e6e4b02b9f07a6817e
p0507,2011,27,"INRIA Bordeaux Sud-Ouest, Univ. de Bordeaux I, Talence, France|c|",558c5d7de4b00c3c48e1e065
p2578,2011,27,"University of British Columbia, Vancouver",558c5d7de4b00c3c48e1e065
p0541,2011,27,"LaBRI, University of Bordeaux I, Talence",558c5d7de4b00c3c48e1e065
p1942,2011,1,"Urologic Surg. Dept., Univ. of Minnesota at Twin Cities, Minneapolis, MN, USA|c|",558c649fe4b02b9f07a6db91
p1063,2011,1,"Hong Kong University of Science and Technology, Hong Kong",558c649fe4b02b9f07a6db91
p2259,2011,1,"University of Minnesota at Twin Cities, Minneapolis",558c649fe4b02b9f07a6db91
p0345,2010,21,"Univ. of California, Davis, CA, USA|c|",558c854784ae6766fdf38922
p1533,2010,21,"Univ Calif Davis, Davis, CA 95616 USA",558c854784ae6766fdf38922
p1923,2013,18,"Univ. of California at Davis, Davis, CA, USA|c|",558c9f2de4b02b9f07a8279a
p2592,2013,18,"Univ Calif Davis, Davis, CA 95616 USA",558c9f2de4b02b9f07a8279a
p0183,2013,18,"Univ Paul Valery Montpellier 3, LIRMM, Montpellier, France",558c9f2de4b02b9f07a8279a
p1533,2013,18,"Univ Calif Davis, Davis, CA 95616 USA",558c9f2de4b02b9f07a8279a
p0340,2015,43,"Univ Maryland, HCIL, College Pk, MD 20742 USA",55a6b61c65ce054aad724d5b
p1340,2015,43,"Univ Maryland, HCIL, College Pk, MD 20742 USA",55a6b61c65ce054aad724d5b
p0004,2015,43,"Medstar Inst Innovat, Natl Ctr Human Factors Healthcare, Washington, DC USA",55a6b61c65ce054aad724d5b
p2386,2015,43,"Yale Univ, Dept Psychiat & Emergency Med, New Haven, CT USA",55a6b61c65ce054aad724d5b
p0227,2015,43,"Univ Maryland, HCIL, College Pk, MD 20742 USA",55a6b61c65ce054aad724d5b
p0383,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p2388,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p2795,2015,25,"Taipei Med Univ, Sch Hlth Care Adm, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p2729,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p2105,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p2072,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p2403,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p2794,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p1645,2015,25,"Taipei Med Univ Hosp, Div Nephrol, Taipei, Taiwan",55a6c1e965ce054aad747129
p0458,2015,25,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA",55a6c1e965ce054aad747129
p1533,2015,25,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA",55a6c1e965ce054aad747129
p2975,2015,25,"Taipei Med Univ, Coll Med Sci & Technol, Grad Inst Biomed Informat, Taipei 11031, Taiwan",55a6c1e965ce054aad747129
p0206,2014,16,"Human-Computer Interaction Lab, Univ. of Maryland, College Park MD ; Department of Computer Science, Univ. of Maryland, College Park MD.",55a6cd6b65ce054aad767ed8
p0340,2014,16,"Human-Computer Interaction Lab, Univ. of Maryland, College Park MD.",55a6cd6b65ce054aad767ed8
p2386,2014,16,"Psychiatry, Emergency Medicine, &amp; Center for Medical Informatics, Yale University.",55a6cd6b65ce054aad767ed8
p0227,2014,16,"Human-Computer Interaction Lab, Univ. of Maryland, College Park MD ; Department of Computer Science, Univ. of Maryland, College Park MD.",55a6cd6b65ce054aad767ed8
p1766,2016,38,university of british columbia,5687dc5a0cf2afdcd165f95a
p1291,2016,38,"EnerNOC Inc, Boston, MA USA",5687dc5a0cf2afdcd165f95a
p1497,2016,38,"EnerNOC Inc, Boston, MA USA",5687dc5a0cf2afdcd165f95a
p2578,2016,38,university of british columbia,5687dc5a0cf2afdcd165f95a
p1300,2016,81,ludwig maximilian university of munich,5687df080cf2afdcd165fada
p1766,2016,81,university of british columbia,5687df080cf2afdcd165fada
p2578,2016,81,university of british columbia,5687df080cf2afdcd165fada
p2007,2016,169,"Department of Computer Science, University of California, Davis, Davis, CA",56a8cde00cf260694326b333
p0394,2016,169,"Department of Computer Science, University of California, Davis, Davis, CA",56a8cde00cf260694326b333
p1540,2016,169,"Department of Digital Media, Ajou University, Suwon, Korea",56a8cde00cf260694326b333
p1533,2016,169,"Department of Computer Science, University of California, Davis, Davis, CA",56a8cde00cf260694326b333
p0506,2015,32,,573695516e3b12023e47c32b
p2578,2015,32,,573695516e3b12023e47c32b
p0768,2015,32,,573695516e3b12023e47c32b
p1873,2015,32,,573695516e3b12023e47c32b
p0383,2015,44,"Graduate Institute of Biomedical Informatics, College of Medical Science and Technology, Taipei Medical University, Taipei, Taiwan. weigo7729@gmail.com.",5736957b6e3b12023e49d32f
p2217,2015,44,"Graduate Institute of Biomedical Informatics, College of Medical Science and Technology, Taipei Medical University, Taipei, Taiwan. richardlu@tmu.edu.tw.",5736957b6e3b12023e49d32f
p2729,2015,44,"Graduate Institute of Biomedical Informatics, College of Medical Science and Technology, Taipei Medical University, Taipei, Taiwan. usman.iqbal85@gmail.com.",5736957b6e3b12023e49d32f
p2403,2015,44,"Graduate Institute of Biomedical Informatics, College of Medical Science and Technology, Taipei Medical University, Taipei, Taiwan. local.king525@gmail.com.",5736957b6e3b12023e49d32f
p2104,2015,44,"Graduate Institute of Biomedical Informatics, College of Medical Science and Technology, Taipei Medical University, Taipei, Taiwan. alexnthhp@gmail.com.",5736957b6e3b12023e49d32f
p1060,2015,44,"International Center for Health Information Technology (ICHIT), Taipei Medical University, Taipei, Taiwan. itpharmacist@gmail.com.",5736957b6e3b12023e49d32f
p0458,2015,44,"Department of Computer Science, University of California-Davis, Davis, CA, USA. cfwang@ucdavis.edu.",5736957b6e3b12023e49d32f
p1258,2015,44,"Department of Computer Science, University of California-Davis, Davis, CA, USA. kelli@ucdavis.edu.",5736957b6e3b12023e49d32f
p1533,2015,44,"Department of Computer Science, University of California-Davis, Davis, CA, USA. ma@cs.ucdavis.edu.",5736957b6e3b12023e49d32f
p2975,2015,44,"Graduate Institute of Biomedical Informatics, College of Medical Science and Technology, Taipei Medical University, Taipei, Taiwan. jaak88@gmail.com.",5736957b6e3b12023e49d32f
p2795,2015,44,"International Center for Health Information Technology (ICHIT), Taipei Medical University, Taipei, Taiwan. jj@tmu.edu.tw.",5736957b6e3b12023e49d32f
p1052,2015,15,university of nebraska lincoln,5736959a6e3b12023e4b9c39
p1281,2015,15,university of california davis,5736959a6e3b12023e4b9c39
p1533,2015,15,university of california davis,5736959a6e3b12023e4b9c39
p1029,2015,15,sandia national laboratories,5736959a6e3b12023e4b9c39
p1129,2015,15,sandia national laboratories,5736959a6e3b12023e4b9c39
p2909,2016,97,"Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China",5736959a6e3b12023e4b9cc1
p1958,2016,97,"Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China",5736959a6e3b12023e4b9cc1
p1251,2016,97,autodesk,5736959a6e3b12023e4b9cc1
p2453,2016,97,"Huawei Technol Co Ltd, Shenzhen, Guangdong, Peoples R China",5736959a6e3b12023e4b9cc1
p0937,2016,97,"Huawei Technol Co Ltd, Shenzhen, Guangdong, Peoples R China",5736959a6e3b12023e4b9cc1
p1063,2016,97,"Hong Kong Univ Sci & Technol, Hong Kong, Hong Kong, Peoples R China",5736959a6e3b12023e4b9cc1
p0949,2015,74,zhejiang university,5736959a6e3b12023e4b9ee3
p2459,2015,74,mississippi state university,5736959a6e3b12023e4b9ee3
p2778,2015,74,zhejiang university,5736959a6e3b12023e4b9ee3
p1054,2015,74,zhejiang university,5736959a6e3b12023e4b9ee3
p1262,2015,74,zhejiang university,5736959a6e3b12023e4b9ee3
p0139,2015,74,mississippi state university,5736959a6e3b12023e4b9ee3
p2284,2015,74,zhejiang university of technology,5736959a6e3b12023e4b9ee3
p1063,2015,74,hong kong university of science and technology,5736959a6e3b12023e4b9ee3
p0828,2016,5,"University of California, Davis and Princeton Plasma Physics Laboratory",573695d46e3b12023e4eca5a
p2988,2016,5,"University of California, Davis and Princeton Plasma Physics Laboratory",573695d46e3b12023e4eca5a
p2792,2016,5,"University of California, Davis and Princeton Plasma Physics Laboratory",573695d46e3b12023e4eca5a
p2537,2016,5,"University of California, Davis and Princeton Plasma Physics Laboratory",573695d46e3b12023e4eca5a
p1533,2016,5,"University of California, Davis and Princeton Plasma Physics Laboratory",573695d46e3b12023e4eca5a
p0140,1993,218,Department of Computer Science & Human-Computer Interaction Lab|University of Maryland,573695d56e3b12023e4ed1ae
p0655,1993,218,Department of Computer Science & Human-Computer Interaction Lab|University of Maryland,573695d56e3b12023e4ed1ae
p1166,1993,218,Department of Computer Science & Human-Computer Interaction Lab|University of Maryland,573695d56e3b12023e4ed1ae
p2231,1993,218,Department of Computer Science & Human-Computer Interaction Lab|University of Maryland,573695d56e3b12023e4ed1ae
p0227,1993,218,Department of Computer Science & Human-Computer Interaction Lab|University of Maryland,573695d56e3b12023e4ed1ae
p1533,2003,90,"Univ Calif Davis, Dept Comp Sci, 1 Shields Ave, Davis, CA 95616 USA",573695d56e3b12023e4ece56
p0227,1993,6,university of maryland college park,573695d56e3b12023e4ed200
p0470,1993,6,university of maryland college park,573695d56e3b12023e4ed200
p2789,2016,8,"School of Information, Zhejiang University of Finance and Economics, China",5736963d6e3b12023e5497e7
p2778,2016,8,"State Key Lab. of CAD&CG, Zhejiang University, China",5736963d6e3b12023e5497e7
p0949,2016,8,"State Key Lab. of CAD&CG, Zhejiang University, China",5736963d6e3b12023e5497e7
p3037,2016,8,"College of Science, Hangzhou Dianzi University, China",5736963d6e3b12023e5497e7
p1063,2016,8,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",5736963d6e3b12023e5497e7
p0227,2016,0,,573696416e3b12023e54e01d
p1633,2016,25,university of maryland college park,573696546e3b12023e560e36
p0340,2016,25,university of maryland college park,573696546e3b12023e560e36
p1466,2016,25,university of maryland college park,573696546e3b12023e560e36
p0227,2016,25,university of maryland college park,573696546e3b12023e560e36
p1063,2015,71,Hong Kong University of Science and Technology,573696606e3b12023e56d490
p2131,2015,71,Hong Kong University of Science and Technology,573696606e3b12023e56d490
p1533,1994,492,,573696606e3b12023e56d5da
p1159,1994,492,,573696606e3b12023e56d5da
p0358,1994,492,,573696606e3b12023e56d5da
p1849,1994,492,,573696606e3b12023e56d5da
p2415,2015,28,Zhejiang University,573696606e3b12023e56d738
p3016,2015,28,"University of California, Davis",573696606e3b12023e56d738
p1974,2015,28,"University of California, Davis",573696606e3b12023e56d738
p1533,2015,28,"University of California, Davis",573696606e3b12023e56d738
p1230,2015,9,"Univ British Columbia, Dept Comp Sci, Vancouver, BC V6T 1Z4, Canada",573696656e3b12023e5716bd
p2578,2015,9,"Univ British Columbia, Dept Comp Sci, 201-2366 Main Mall, Vancouver, BC V6T 1Z4, Canada",573696656e3b12023e5716bd
p1289,2015,9,"Univ British Columbia, Dept Comp Sci, Vancouver, BC V6T 1Z4, Canada",573696656e3b12023e5716bd
p1908,2015,96,"Univ Utah, 72 S Cent Campus Dr,Rm 3750, Salt Lake City, UT 84103 USA",573696656e3b12023e571741
p1864,2015,96,"Univ Vienna, Vienna, Austria",573696656e3b12023e571741
p2026,2015,96,"Univ Utah, Salt Lake City, UT 84103 USA",573696656e3b12023e571741
p2578,2015,96,"Univ British Columbia, Vancouver, BC V5Z 1M9, Canada",573696656e3b12023e571741
p0227,1990,58,"Human-Computer Interaction Laboratory & Department of Computer Science, University of Maryland, College Park, MD 20742",5736966b6e3b12023e5783fb
p0239,2015,46,"Natl Inst Informat, Tokyo, Japan",573696726e3b12023e57ecae
p0941,2015,46,university of bordeaux,573696726e3b12023e57ecae
p2578,2015,46,university of british columbia,573696726e3b12023e57ecae
p2566,2002,1,"University of California, Davis",573696d46e3b12023e5d403d
p1533,2002,1,"University of California, Davis",573696d46e3b12023e5d403d
p1258,2015,11,,573696d46e3b12023e5d386a
p1238,2015,11,,573696d46e3b12023e5d386a
p1533,2015,11,,573696d46e3b12023e5d386a
p0295,2004,36,,573696d46e3b12023e5d3880
p2435,2004,36,,573696d46e3b12023e5d3880
p1448,2004,36,,573696d46e3b12023e5d3880
p2578,2004,36,,573696d46e3b12023e5d3880
p2280,2004,36,,573696d46e3b12023e5d3880
p0721,2002,0,"University of California, Davis",573696d46e3b12023e5d4a5d
p0054,2002,0,"University of California, Davis",573696d46e3b12023e5d4a5d
p1533,2002,0,"University of California, Davis",573696d46e3b12023e5d4a5d
p1031,2015,15,,573696d46e3b12023e5d4bce
p1533,2015,15,,573696d46e3b12023e5d4bce
